entity,question,answer
Critical Race Theory (CRT),What is one of the main criticisms of CRT from conservative politicians?,['It promotes division and victimhood']
Critical Race Theory (CRT),Which academic book is widely associated with the foundation of Critical Race Theory?,['Critical Race Theory: An Introduction']
Critical Race Theory (CRT),Which term is often used by critics of CRT to describe its alleged impact on education?,['Divisive concepts']
Critical Race Theory (CRT),What does CRT suggest about the role of meritocracy in the U.S.?,['It can perpetuate racial disparities']
Critical Race Theory (CRT),Which state governor made national headlines for signing an anti-CRT education bill?,['Ron DeSantis']
Critical Race Theory (CRT),What does CRT say about colorblind policies?,['They can reinforce racial disparities']
Critical Race Theory (CRT),Which social movement has been associated with the rise of CRT discussions in mainstream media?,['Black Lives Matter']
Critical Race Theory (CRT),Which term in CRT refers to the idea that racism evolves and adapts rather than disappearing?,['Interest convergence']
Critical Race Theory (CRT),Which political commentator has frequently spoken out against CRT?,['Christopher Rufo']
Critical Race Theory (CRT),Which demographic is often cited as being most opposed to CRT policies in education?,['Conservative-leaning suburban parents']
Critical Race Theory (CRT),Which university is known for being a hub for CRT scholarship?,['Harvard Law School']
Critical Race Theory (CRT),Which Supreme Court case is often analyzed through a CRT lens?,['Brown v. Board of Education']
Critical Race Theory (CRT),What is the 'interest convergence' principle in CRT?,['The idea that racial progress occurs when it aligns with the interests of the dominant group']
Panama Papers,What were the Panama Papers?,['Leaked documents exposing offshore tax havens']
Panama Papers,Which law firm was at the center of the Panama Papers leak?,['Mossack Fonseca']
Panama Papers,In what year were the Panama Papers leaked?,['2016']
Panama Papers,Which newspaper first reported on the Panama Papers?,['Süddeutsche Zeitung']
Panama Papers,Which organization coordinated the investigative reporting on the Panama Papers?,['International Consortium of Investigative Journalists (ICIJ)']
Panama Papers,Which world leader was linked to offshore accounts in the Panama Papers?,['Vladimir Putin']
Panama Papers,Which prime minister resigned due to revelations from the Panama Papers?,['Sigmundur Davíð Gunnlaugsson']
Panama Papers,What type of financial activity did the Panama Papers reveal?,['Use of offshore accounts to evade taxes']
Panama Papers,Which country was most frequently used as a tax haven in the Panama Papers?,['British Virgin Islands']
Panama Papers,How many documents were included in the Panama Papers leak?,['Over 11.5 million']
Panama Papers,Which journalist played a key role in uncovering the Panama Papers?,['Bastian Obermayer']
Panama Papers,What happened to Mossack Fonseca after the Panama Papers leak?,['It shut down']
Panama Papers,Which major South American leader was implicated in the Panama Papers?,['Mauricio Macri']
Panama Papers,Which major Asian leader was named in the Panama Papers?,['Nawaz Sharif']
Panama Papers,What was the primary legal concern raised by the Panama Papers?,['Money laundering and tax evasion']
Panama Papers,Which major financial institution was implicated in facilitating offshore accounts in the Panama Papers?,['HSBC']
Panama Papers,Which country’s authorities conducted raids on Mossack Fonseca’s offices?,['Panama']
Panama Papers,Which international organization used the Panama Papers to push for tax reform?,['OECD']
Panama Papers,What was one of the primary defenses used by individuals named in the Panama Papers?,['The accounts were legal']
Panama Papers,What was the largest consequence of the Panama Papers in terms of government action?,['Increased global tax transparency laws']
Glomar Response,What is the Glomar Response?,['A government refusal to confirm or deny the existence of records']
Glomar Response,Which U.S. agency is most associated with the Glomar Response?,['CIA']
Glomar Response,In what decade was the Glomar Response first used?,['1970s']
Glomar Response,What was the original context for the Glomar Response?,['A CIA operation to recover a sunken Soviet submarine']
Glomar Response,What was the name of the CIA operation that led to the first use of the Glomar Response?,['Project Azorian']
Glomar Response,Which U.S. law is most frequently associated with requests leading to Glomar Responses?,['Freedom of Information Act (FOIA)']
Glomar Response,Which type of classified information is often protected using a Glomar Response?,['Covert intelligence operations']
Glomar Response,Which media organization first challenged the use of the Glomar Response?,['Los Angeles Times']
Glomar Response,What is a common phrase used in Glomar Responses?,['We can neither confirm nor deny']
Glomar Response,Which presidential administration first invoked the Glomar Response publicly?,['Gerald Ford']
Glomar Response,Which technology company received a Glomar Response when requesting information on government surveillance?,['Google']
Glomar Response,Which Cold War-era rival’s submarine was involved in the event that led to the Glomar Response?,['Soviet Union']
Glomar Response,Which intelligence journalist played a key role in exposing the story behind the Glomar Response?,['Seymour Hersh']
Glomar Response,Which major U.S. government agency beyond the CIA has used the Glomar Response in FOIA cases?,['NSA']
Glomar Response,Which type of military asset was the focus of the first Glomar-related intelligence operation?,['A Soviet submarine']
Glomar Response,What ship was used in the CIA operation that led to the first Glomar Response?,['Hughes Glomar Explorer']
Glomar Response,Which legal challenge has been raised against the Glomar Response in relation to transparency?,['It undermines FOIA accountability']
Glomar Response,What is the nickname of the legal doctrine that allows agencies to issue a Glomar Response?,['Glomarization']
Glomar Response,Which government secrecy case set a precedent for expanded use of the Glomar Response?,['Phillippi v. CIA']
Glomar Response,Which contemporary policy debate has involved the use of Glomar Responses?,['Mass surveillance programs']
Antikythera Mechanism,What is the Antikythera Mechanism?,['An ancient Greek analog computer']
Antikythera Mechanism,Where was the Antikythera Mechanism discovered?,"['Off the coast of Antikythera, Greece']"
Antikythera Mechanism,In what year was the Antikythera Mechanism discovered?,['1901']
Antikythera Mechanism,Which ancient civilization is believed to have created the Antikythera Mechanism?,['Ancient Greece']
Antikythera Mechanism,What was the primary function of the Antikythera Mechanism?,['Predicting astronomical positions and eclipses']
Antikythera Mechanism,Which shipwreck led to the discovery of the Antikythera Mechanism?,['Antikythera shipwreck']
Antikythera Mechanism,Which modern technology has been used to analyze the Antikythera Mechanism’s inner workings?,['X-ray tomography']
Antikythera Mechanism,What is the estimated age of the Antikythera Mechanism?,"['Over 2,000 years old']"
Antikythera Mechanism,Which type of metal was primarily used in the construction of the Antikythera Mechanism?,['Bronze']
Antikythera Mechanism,Which museum currently houses the Antikythera Mechanism?,['National Archaeological Museum of Athens']
Antikythera Mechanism,Which scientist was among the first to study the Antikythera Mechanism in detail?,['Derek de Solla Price']
Antikythera Mechanism,Which modern device is often compared to the Antikythera Mechanism due to its complexity?,['A mechanical clock']
Antikythera Mechanism,What was the likely purpose of the dials and gears within the Antikythera Mechanism?,['Tracking planetary movements']
Antikythera Mechanism,Which celestial cycles were encoded in the Antikythera Mechanism?,['Metonic cycle']
Antikythera Mechanism,What was the significance of the inscriptions found on the Antikythera Mechanism?,['They provided instructions on its use']
Antikythera Mechanism,Which modern country has funded significant research into the Antikythera Mechanism?,['Greece']
Antikythera Mechanism,Which famous philosopher or scientist may have influenced the design of the Antikythera Mechanism?,['Hipparchus']
Antikythera Mechanism,What event likely led to the loss of the Antikythera Mechanism?,['A shipwreck']
Antikythera Mechanism,Which major celestial body’s movement was tracked by the Antikythera Mechanism?,['The Moon']
Antikythera Mechanism,Which modern scientific field has benefited most from studying the Antikythera Mechanism?,['History of technology']
Hedy Lamarr,Who was Hedy Lamarr?,['An Austrian-American actress and inventor']
Hedy Lamarr,In which country was Hedy Lamarr born?,['Austria']
Hedy Lamarr,What was Hedy Lamarr’s birth name?,['Hedwig Eva Maria Kiesler']
Hedy Lamarr,Which scientific invention is Hedy Lamarr famous for co-developing?,['Frequency-hopping spread spectrum']
Hedy Lamarr,Which war-time effort was Hedy Lamarr's invention initially designed for?,['To prevent torpedo signal jamming in World War II']
Hedy Lamarr,Who co-developed frequency-hopping spread spectrum technology with Hedy Lamarr?,['George Antheil']
Hedy Lamarr,Which modern technologies were influenced by Hedy Lamarr’s invention?,['Wi-Fi and Bluetooth']
Hedy Lamarr,Which Hollywood studio signed Hedy Lamarr in the 1930s?,['Metro-Goldwyn-Mayer (MGM)']
Hedy Lamarr,What controversial 1933 film featured Hedy Lamarr in a nude scene?,['Ecstasy']
Hedy Lamarr,Which 1940s film helped establish Hedy Lamarr as a Hollywood star?,['Samson and Delilah']
Hedy Lamarr,What was one of Hedy Lamarr’s lesser-known hobbies?,['Engineering and inventing']
Hedy Lamarr,What type of patent did Hedy Lamarr and George Antheil receive for their invention?,['Secret communication system']
Hedy Lamarr,Why was Hedy Lamarr’s scientific work largely ignored during her lifetime?,['She was primarily known as an actress']
Hedy Lamarr,Which organization awarded Hedy Lamarr recognition for her scientific contributions in 1997?,['Electronic Frontier Foundation (EFF)']
Hedy Lamarr,Which U.S. military branch initially rejected Hedy Lamarr’s frequency-hopping technology?,['U.S. Navy']
Hedy Lamarr,Which personal struggle did Hedy Lamarr face later in life?,['Financial difficulties']
Hedy Lamarr,Which country did Hedy Lamarr become a citizen of?,['United States']
Hedy Lamarr,What year did Hedy Lamarr pass away?,['2000']
Hedy Lamarr,Which prestigious scientific honor was awarded to Hedy Lamarr posthumously?,['Induction into the National Inventors Hall of Fame']
Book of Revelation,Which book of the Bible describes the end times and the Apocalypse?,['Book of Revelation']
Book of Revelation,Who is traditionally credited as the author of the Book of Revelation?,['John of Patmos']
Book of Revelation,On which island did John of Patmos receive the visions recorded in Revelation?,['Patmos']
Book of Revelation,What is the number of the Beast mentioned in Revelation?,['666']
Book of Revelation,Which four figures appear in Revelation as harbingers of the end times?,['The Four Horsemen']
Book of Revelation,What color is the horse associated with Death in Revelation?,['Pale']
Book of Revelation,What does the Book of Revelation describe as the final battle between good and evil?,['Armageddon']
Book of Revelation,Which city is symbolically referred to as 'Babylon' in Revelation?,['Rome']
Book of Revelation,What is the name of the great final judgment in Revelation?,['Great White Throne Judgment']
Book of Revelation,What is the name of the scroll with seven seals in Revelation?,['The Scroll of Destiny']
Book of Revelation,Who is described as worthy to open the seven seals of the scroll?,['The Lamb (Jesus Christ)']
Book of Revelation,What is the name of the lake into which the wicked are cast in Revelation?,['Lake of Fire']
Book of Revelation,What is the New Jerusalem described as in Revelation?,['A city descending from heaven']
Book of Revelation,How many plagues are described in Revelation as part of God's judgment?,['Seven']
Book of Revelation,What is the symbolic name given to the false prophet in Revelation?,['The Beast from the Earth']
Book of Revelation,What is the symbolic meaning of the Woman clothed with the Sun in Revelation?,['The Church or Israel']
Book of Revelation,Which angel is said to bind Satan for a thousand years in Revelation?,['Michael']
Book of Revelation,How long is Satan imprisoned according to Revelation?,"['1,000 years']"
Book of Revelation,What is the river flowing from the throne of God in the New Jerusalem called?,['The River of Life']
Book of Revelation,What tree is said to bring healing to the nations in Revelation?,['Tree of Life']
Bhagavad Gita,What is the Bhagavad Gita?,['A Hindu scripture that is part of the Mahabharata']
Bhagavad Gita,Which epic is the Bhagavad Gita a part of?,['Mahabharata']
Bhagavad Gita,Who is the main speaker in the Bhagavad Gita?,['Krishna']
Bhagavad Gita,Who is the main listener and recipient of Krishna’s teachings in the Bhagavad Gita?,['Arjuna']
Bhagavad Gita,What is the setting of the Bhagavad Gita?,['The battlefield of Kurukshetra']
Bhagavad Gita,Which concept in the Bhagavad Gita refers to selfless duty?,['Dharma']
Bhagavad Gita,What is the ultimate goal of life according to the Bhagavad Gita?,['Liberation (Moksha)']
Bhagavad Gita,Which form of yoga does Krishna emphasize as the highest path to liberation?,['Bhakti Yoga (Path of Devotion)']
Bhagavad Gita,What does Krishna reveal about himself in the Bhagavad Gita?,['He is the Supreme God']
Bhagavad Gita,Which verse in the Bhagavad Gita is often cited as promoting detached action?,['2.47']
Bhagavad Gita,What is Arjuna’s main moral dilemma in the Bhagavad Gita?,['Whether to fight in the war against his own relatives']
Bhagavad Gita,Which philosophical system is most associated with the Bhagavad Gita?,['Vedanta']
Bhagavad Gita,What does Krishna tell Arjuna about the nature of the soul?,['It is eternal and cannot be destroyed']
Bhagavad Gita,Which three gunas (modes of nature) does the Bhagavad Gita describe?,"['Sattva, Rajas, Tamas']"
Bhagavad Gita,What role does devotion (Bhakti) play in the Bhagavad Gita?,['It is the most direct path to God']
Bhagavad Gita,What is the importance of karma in the Bhagavad Gita?,['Actions should be performed selflessly without attachment to results']
Bhagavad Gita,Which form of Krishna does he reveal to Arjuna in the Bhagavad Gita?,['Vishvarupa (Universal Form)']
Bhagavad Gita,What does Krishna say about the different paths to spiritual liberation?,['All sincere paths lead to Him']
Bhagavad Gita,Which chapter of the Bhagavad Gita contains Krishna’s cosmic form revelation?,['Chapter 11']
Bhagavad Gita,What does Krishna say about surrender in the final chapter of the Bhagavad Gita?,['Surrender to Me alone and I will free you from all sins']
Hashima Island,What is Hashima Island commonly known as?,['Battleship Island']
Hashima Island,Which country is Hashima Island a part of?,['Japan']
Hashima Island,What industry led to the development of Hashima Island?,['Coal mining']
Hashima Island,Which company originally operated the coal mine on Hashima Island?,['Mitsubishi']
Hashima Island,During which century was Hashima Island at its peak population?,['20th century']
Hashima Island,What was the main reason for Hashima Island’s abandonment?,['The decline of coal mining']
Hashima Island,Which city is Hashima Island closest to?,['Nagasaki']
Hashima Island,What year was Hashima Island completely abandoned?,['1974']
Hashima Island,What unique architectural feature made Hashima Island notable?,['Dense concrete apartment blocks']
Hashima Island,Which global organization designated Hashima Island as a World Heritage Site?,['UNESCO']
Hashima Island,What was a controversial aspect of Hashima Island's history?,['Forced labor during World War II']
Hashima Island,Which James Bond movie featured Hashima Island as inspiration for a villain’s lair?,['Skyfall']
Hashima Island,Which ocean surrounds Hashima Island?,['Pacific Ocean']
Hashima Island,Which mode of transport was primarily used to reach Hashima Island?,['Boat']
Hashima Island,What is a significant hazard for visitors to Hashima Island today?,['Collapsing buildings']
Hashima Island,What material were most of Hashima Island's buildings constructed from?,['Concrete']
Hashima Island,What role did Hashima Island play in Japan’s industrialization?,['Major coal production center']
Hashima Island,Which neighboring country has protested Japan’s World Heritage recognition of Hashima Island?,['South Korea']
Hashima Island,What is the estimated highest recorded population of Hashima Island?,"['Over 5,000']"
Hashima Island,Which term best describes Hashima Island today?,['Abandoned ruins']
