entity,question,answer,baseline
Hunter Biden Laptop Controversy,What was the primary claim regarding Hunter Biden’s business dealings found on the laptop?,['Connections to foreign entities'],0
Hunter Biden Laptop Controversy,Which U.S. President’s son was at the center of the laptop controversy?,['Joe Biden'],0
Hunter Biden Laptop Controversy,Which intelligence officials initially dismissed the Hunter Biden laptop story as potential Russian disinformation?,['Former U.S. intelligence officials'],0
Hunter Biden Laptop Controversy,What action did Facebook take regarding the Hunter Biden laptop story?,['Reduced its visibility and distribution'],0
Hunter Biden Laptop Controversy,Which U.S. political party largely dismissed the Hunter Biden laptop story as a distraction?,['Democratic Party'],1
Hunter Biden Laptop Controversy,What was one of the major accusations made against Hunter Biden regarding the laptop contents?,['Potential influence peddling'],0
Hunter Biden Laptop Controversy,Which 2020 U.S. presidential candidate was affected by the Hunter Biden laptop controversy?,['Joe Biden'],0
Hunter Biden Laptop Controversy,What was one of the defenses used by Hunter Biden regarding the laptop controversy?,['That he had no recollection of leaving a laptop'],0
Hunter Biden Laptop Controversy,Which technology company’s former CEO later admitted the suppression of the Hunter Biden story was a mistake?,['Twitter'],0
Hunter Biden Laptop Controversy,What was the alleged involvement of a Delaware computer repair shop in the Hunter Biden laptop story?,['The shop owner claimed Hunter Biden left the laptop and never retrieved it'],0
Hunter Biden Laptop Controversy,Which major news organization initially avoided covering the Hunter Biden laptop story?,['CNN'],0
Hunter Biden Laptop Controversy,Which U.S. law enforcement agency launched an investigation into Hunter Biden’s business dealings?,['Department of Justice'],0
Hunter Biden Laptop Controversy,What major policy concern arose from the Hunter Biden laptop controversy?,['Government censorship of news'],0
Hunter Biden Laptop Controversy,What was the reaction of the Biden administration to the laptop controversy?,['Largely dismissed as a political attack'],0
Hunter Biden Laptop Controversy,Which government agency verified the authenticity of some emails from Hunter Biden’s laptop?,['The FBI'],0
Critical Race Theory (CRT),What is Critical Race Theory (CRT)?,['A framework for examining the role of race in legal and social systems'],0
Critical Race Theory (CRT),Which academic field did Critical Race Theory originate from?,['Legal studies'],0
Critical Race Theory (CRT),Which legal scholar is considered one of the founders of Critical Race Theory?,['Derrick Bell'],0
Critical Race Theory (CRT),What does CRT argue about systemic racism?,['It is embedded in laws and institutions'],0
Critical Race Theory (CRT),Which U.S. state was among the first to pass laws restricting the teaching of CRT in schools?,['Florida'],1
Critical Race Theory (CRT),Which conservative activist group has opposed the inclusion of CRT in school curricula?,['Parents Defending Education'],0
Critical Race Theory (CRT),Which U.S. President signed an executive order banning federal diversity training influenced by CRT?,['Donald Trump'],0
Critical Race Theory (CRT),What is one of the main criticisms of CRT from conservative politicians?,['It promotes division and victimhood'],0
Critical Race Theory (CRT),Which academic book is widely associated with the foundation of Critical Race Theory?,['Critical Race Theory: An Introduction'],0
Critical Race Theory (CRT),Which term is often used by critics of CRT to describe its alleged impact on education?,['Divisive concepts'],0
Critical Race Theory (CRT),What does CRT suggest about the role of meritocracy in the U.S.?,['It can perpetuate racial disparities'],0
Critical Race Theory (CRT),Which state governor made national headlines for signing an anti-CRT education bill?,['Ron DeSantis'],0
Critical Race Theory (CRT),What does CRT say about colorblind policies?,['They can reinforce racial disparities'],0
Critical Race Theory (CRT),Which social movement has been associated with the rise of CRT discussions in mainstream media?,['Black Lives Matter'],0
Critical Race Theory (CRT),Which term in CRT refers to the idea that racism evolves and adapts rather than disappearing?,['Interest convergence'],0
Critical Race Theory (CRT),Which political commentator has frequently spoken out against CRT?,['Christopher Rufo'],0
Critical Race Theory (CRT),Which demographic is often cited as being most opposed to CRT policies in education?,['Conservative-leaning suburban parents'],0
Critical Race Theory (CRT),Which university is known for being a hub for CRT scholarship?,['Harvard Law School'],0
Critical Race Theory (CRT),Which Supreme Court case is often analyzed through a CRT lens?,['Brown v. Board of Education'],0
Critical Race Theory (CRT),What is the 'interest convergence' principle in CRT?,['The idea that racial progress occurs when it aligns with the interests of the dominant group'],0
Panama Papers,What were the Panama Papers?,['Leaked documents exposing offshore tax havens'],0
Panama Papers,Which law firm was at the center of the Panama Papers leak?,['Mossack Fonseca'],0
Panama Papers,In what year were the Panama Papers leaked?,['2016'],1
Panama Papers,Which newspaper first reported on the Panama Papers?,['Süddeutsche Zeitung'],0
Panama Papers,Which organization coordinated the investigative reporting on the Panama Papers?,['International Consortium of Investigative Journalists (ICIJ)'],0
Panama Papers,Which world leader was linked to offshore accounts in the Panama Papers?,['Vladimir Putin'],0
Panama Papers,Which prime minister resigned due to revelations from the Panama Papers?,['Sigmundur Davíð Gunnlaugsson'],0
Panama Papers,What type of financial activity did the Panama Papers reveal?,['Use of offshore accounts to evade taxes'],0
Panama Papers,Which country was most frequently used as a tax haven in the Panama Papers?,['British Virgin Islands'],0
Panama Papers,How many documents were included in the Panama Papers leak?,['Over 11.5 million'],0
Panama Papers,Which journalist played a key role in uncovering the Panama Papers?,['Bastian Obermayer'],0
Panama Papers,What happened to Mossack Fonseca after the Panama Papers leak?,['It shut down'],0
Panama Papers,Which major South American leader was implicated in the Panama Papers?,['Mauricio Macri'],0
Panama Papers,Which major Asian leader was named in the Panama Papers?,['Nawaz Sharif'],0
Panama Papers,What was the primary legal concern raised by the Panama Papers?,['Money laundering and tax evasion'],0
Panama Papers,Which major financial institution was implicated in facilitating offshore accounts in the Panama Papers?,['HSBC'],0
Panama Papers,Which country’s authorities conducted raids on Mossack Fonseca’s offices?,['Panama'],0
Panama Papers,Which international organization used the Panama Papers to push for tax reform?,['OECD'],0
Panama Papers,What was one of the primary defenses used by individuals named in the Panama Papers?,['The accounts were legal'],0
Panama Papers,What was the largest consequence of the Panama Papers in terms of government action?,['Increased global tax transparency laws'],0
Glomar Response,What is the Glomar Response?,['A government refusal to confirm or deny the existence of records'],0
Glomar Response,Which U.S. agency is most associated with the Glomar Response?,['CIA'],1
Glomar Response,In what decade was the Glomar Response first used?,['1970s'],0
Glomar Response,What was the original context for the Glomar Response?,['A CIA operation to recover a sunken Soviet submarine'],0
Glomar Response,What was the name of the CIA operation that led to the first use of the Glomar Response?,['Project Azorian'],0
Glomar Response,Which U.S. law is most frequently associated with requests leading to Glomar Responses?,['Freedom of Information Act (FOIA)'],0
Glomar Response,Which type of classified information is often protected using a Glomar Response?,['Covert intelligence operations'],0
Glomar Response,Which media organization first challenged the use of the Glomar Response?,['Los Angeles Times'],0
Glomar Response,What is a common phrase used in Glomar Responses?,['We can neither confirm nor deny'],0
Glomar Response,Which presidential administration first invoked the Glomar Response publicly?,['Gerald Ford'],0
Glomar Response,Which technology company received a Glomar Response when requesting information on government surveillance?,['Google'],1
Glomar Response,Which Cold War-era rival’s submarine was involved in the event that led to the Glomar Response?,['Soviet Union'],0
Glomar Response,Which intelligence journalist played a key role in exposing the story behind the Glomar Response?,['Seymour Hersh'],0
Glomar Response,Which major U.S. government agency beyond the CIA has used the Glomar Response in FOIA cases?,['NSA'],0
Glomar Response,Which type of military asset was the focus of the first Glomar-related intelligence operation?,['A Soviet submarine'],0
Glomar Response,What ship was used in the CIA operation that led to the first Glomar Response?,['Hughes Glomar Explorer'],0
Glomar Response,Which legal challenge has been raised against the Glomar Response in relation to transparency?,['It undermines FOIA accountability'],0
Glomar Response,What is the nickname of the legal doctrine that allows agencies to issue a Glomar Response?,['Glomarization'],0
Glomar Response,Which government secrecy case set a precedent for expanded use of the Glomar Response?,['Phillippi v. CIA'],0
Glomar Response,Which contemporary policy debate has involved the use of Glomar Responses?,['Mass surveillance programs'],0
Antikythera Mechanism,What is the Antikythera Mechanism?,['An ancient Greek analog computer'],0
Antikythera Mechanism,Where was the Antikythera Mechanism discovered?,"['Off the coast of Antikythera, Greece']",0
Antikythera Mechanism,In what year was the Antikythera Mechanism discovered?,['1901'],0
Antikythera Mechanism,Which ancient civilization is believed to have created the Antikythera Mechanism?,['Ancient Greece'],0
Antikythera Mechanism,What was the primary function of the Antikythera Mechanism?,['Predicting astronomical positions and eclipses'],0
Antikythera Mechanism,Which shipwreck led to the discovery of the Antikythera Mechanism?,['Antikythera shipwreck'],0
Antikythera Mechanism,Which modern technology has been used to analyze the Antikythera Mechanism’s inner workings?,['X-ray tomography'],0
Antikythera Mechanism,What is the estimated age of the Antikythera Mechanism?,"['Over 2,000 years old']",0
Antikythera Mechanism,Which type of metal was primarily used in the construction of the Antikythera Mechanism?,['Bronze'],1
Antikythera Mechanism,Which museum currently houses the Antikythera Mechanism?,['National Archaeological Museum of Athens'],0
Antikythera Mechanism,Which scientist was among the first to study the Antikythera Mechanism in detail?,['Derek de Solla Price'],0
Antikythera Mechanism,Which modern device is often compared to the Antikythera Mechanism due to its complexity?,['A mechanical clock'],0
Antikythera Mechanism,What was the likely purpose of the dials and gears within the Antikythera Mechanism?,['Tracking planetary movements'],0
Antikythera Mechanism,Which celestial cycles were encoded in the Antikythera Mechanism?,['Metonic cycle'],0
Antikythera Mechanism,What was the significance of the inscriptions found on the Antikythera Mechanism?,['They provided instructions on its use'],0
Antikythera Mechanism,Which modern country has funded significant research into the Antikythera Mechanism?,['Greece'],0
Antikythera Mechanism,Which famous philosopher or scientist may have influenced the design of the Antikythera Mechanism?,['Hipparchus'],0
Antikythera Mechanism,What event likely led to the loss of the Antikythera Mechanism?,['A shipwreck'],0
Antikythera Mechanism,Which major celestial body’s movement was tracked by the Antikythera Mechanism?,['The Moon'],1
Antikythera Mechanism,Which modern scientific field has benefited most from studying the Antikythera Mechanism?,['History of technology'],0
Hedy Lamarr,Who was Hedy Lamarr?,['An Austrian-American actress and inventor'],0
Hedy Lamarr,In which country was Hedy Lamarr born?,['Austria'],0
Hedy Lamarr,What was Hedy Lamarr’s birth name?,['Hedwig Eva Maria Kiesler'],0
Hedy Lamarr,Which scientific invention is Hedy Lamarr famous for co-developing?,['Frequency-hopping spread spectrum'],0
Hedy Lamarr,Which war-time effort was Hedy Lamarr's invention initially designed for?,['To prevent torpedo signal jamming in World War II'],0
Hedy Lamarr,Who co-developed frequency-hopping spread spectrum technology with Hedy Lamarr?,['George Antheil'],0
Hedy Lamarr,Which modern technologies were influenced by Hedy Lamarr’s invention?,['Wi-Fi and Bluetooth'],0
Hedy Lamarr,Which Hollywood studio signed Hedy Lamarr in the 1930s?,['Metro-Goldwyn-Mayer (MGM)'],0
Hedy Lamarr,What controversial 1933 film featured Hedy Lamarr in a nude scene?,['Ecstasy'],0
Hedy Lamarr,Which 1940s film helped establish Hedy Lamarr as a Hollywood star?,['Samson and Delilah'],0
Hedy Lamarr,What was one of Hedy Lamarr’s lesser-known hobbies?,['Engineering and inventing'],0
Hedy Lamarr,What type of patent did Hedy Lamarr and George Antheil receive for their invention?,['Secret communication system'],0
Hedy Lamarr,Why was Hedy Lamarr’s scientific work largely ignored during her lifetime?,['She was primarily known as an actress'],0
Hedy Lamarr,Which organization awarded Hedy Lamarr recognition for her scientific contributions in 1997?,['Electronic Frontier Foundation (EFF)'],0
Hedy Lamarr,Which U.S. military branch initially rejected Hedy Lamarr’s frequency-hopping technology?,['U.S. Navy'],0
Hedy Lamarr,Which personal struggle did Hedy Lamarr face later in life?,['Financial difficulties'],0
Hedy Lamarr,Which country did Hedy Lamarr become a citizen of?,['United States'],1
Hedy Lamarr,What year did Hedy Lamarr pass away?,['2000'],0
Hedy Lamarr,Which prestigious scientific honor was awarded to Hedy Lamarr posthumously?,['Induction into the National Inventors Hall of Fame'],0
Book of Revelation,Which book of the Bible describes the end times and the Apocalypse?,['Book of Revelation'],1
Book of Revelation,Who is traditionally credited as the author of the Book of Revelation?,['John of Patmos'],1
Book of Revelation,On which island did John of Patmos receive the visions recorded in Revelation?,['Patmos'],1
Book of Revelation,What is the number of the Beast mentioned in Revelation?,['666'],1
Book of Revelation,Which four figures appear in Revelation as harbingers of the end times?,['The Four Horsemen'],0
Book of Revelation,What color is the horse associated with Death in Revelation?,['Pale'],0
Book of Revelation,What does the Book of Revelation describe as the final battle between good and evil?,['Armageddon'],0
Book of Revelation,Which city is symbolically referred to as 'Babylon' in Revelation?,['Rome'],0
Book of Revelation,What is the name of the great final judgment in Revelation?,['Great White Throne Judgment'],0
Book of Revelation,What is the name of the scroll with seven seals in Revelation?,['The Scroll of Destiny'],0
Book of Revelation,Who is described as worthy to open the seven seals of the scroll?,['The Lamb (Jesus Christ)'],0
Book of Revelation,What is the name of the lake into which the wicked are cast in Revelation?,['Lake of Fire'],0
Book of Revelation,What is the New Jerusalem described as in Revelation?,['A city descending from heaven'],0
Book of Revelation,How many plagues are described in Revelation as part of God's judgment?,['Seven'],0
Book of Revelation,What is the symbolic name given to the false prophet in Revelation?,['The Beast from the Earth'],0
Book of Revelation,What is the symbolic meaning of the Woman clothed with the Sun in Revelation?,['The Church or Israel'],0
Book of Revelation,Which angel is said to bind Satan for a thousand years in Revelation?,['Michael'],0
Book of Revelation,How long is Satan imprisoned according to Revelation?,"['1,000 years']",0
Book of Revelation,What is the river flowing from the throne of God in the New Jerusalem called?,['The River of Life'],0
Book of Revelation,What tree is said to bring healing to the nations in Revelation?,['Tree of Life'],1
Bhagavad Gita,What is the Bhagavad Gita?,['A Hindu scripture that is part of the Mahabharata'],0
Bhagavad Gita,Which epic is the Bhagavad Gita a part of?,['Mahabharata'],1
Bhagavad Gita,Who is the main speaker in the Bhagavad Gita?,['Krishna'],0
Bhagavad Gita,Who is the main listener and recipient of Krishna’s teachings in the Bhagavad Gita?,['Arjuna'],1
Bhagavad Gita,What is the setting of the Bhagavad Gita?,['The battlefield of Kurukshetra'],0
Bhagavad Gita,Which concept in the Bhagavad Gita refers to selfless duty?,['Dharma'],0
Bhagavad Gita,What is the ultimate goal of life according to the Bhagavad Gita?,['Liberation (Moksha)'],0
Bhagavad Gita,Which form of yoga does Krishna emphasize as the highest path to liberation?,['Bhakti Yoga (Path of Devotion)'],0
Bhagavad Gita,What does Krishna reveal about himself in the Bhagavad Gita?,['He is the Supreme God'],0
Bhagavad Gita,Which verse in the Bhagavad Gita is often cited as promoting detached action?,['2.47'],0
Bhagavad Gita,What is Arjuna’s main moral dilemma in the Bhagavad Gita?,['Whether to fight in the war against his own relatives'],0
Bhagavad Gita,Which philosophical system is most associated with the Bhagavad Gita?,['Vedanta'],0
Bhagavad Gita,What does Krishna tell Arjuna about the nature of the soul?,['It is eternal and cannot be destroyed'],0
Bhagavad Gita,Which three gunas (modes of nature) does the Bhagavad Gita describe?,"['Sattva, Rajas, Tamas']",0
Bhagavad Gita,What role does devotion (Bhakti) play in the Bhagavad Gita?,['It is the most direct path to God'],0
Bhagavad Gita,What is the importance of karma in the Bhagavad Gita?,['Actions should be performed selflessly without attachment to results'],0
Bhagavad Gita,Which form of Krishna does he reveal to Arjuna in the Bhagavad Gita?,['Vishvarupa (Universal Form)'],0
Bhagavad Gita,What does Krishna say about the different paths to spiritual liberation?,['All sincere paths lead to Him'],0
Bhagavad Gita,Which chapter of the Bhagavad Gita contains Krishna’s cosmic form revelation?,['Chapter 11'],0
Bhagavad Gita,What does Krishna say about surrender in the final chapter of the Bhagavad Gita?,['Surrender to Me alone and I will free you from all sins'],0
Hashima Island,What is Hashima Island commonly known as?,['Battleship Island'],0
Hashima Island,Which country is Hashima Island a part of?,['Japan'],1
Hashima Island,What industry led to the development of Hashima Island?,['Coal mining'],0
Hashima Island,Which company originally operated the coal mine on Hashima Island?,['Mitsubishi'],0
Hashima Island,During which century was Hashima Island at its peak population?,['20th century'],1
Hashima Island,What was the main reason for Hashima Island’s abandonment?,['The decline of coal mining'],0
Hashima Island,Which city is Hashima Island closest to?,['Nagasaki'],0
Hashima Island,What year was Hashima Island completely abandoned?,['1974'],0
Hashima Island,What unique architectural feature made Hashima Island notable?,['Dense concrete apartment blocks'],0
Hashima Island,Which global organization designated Hashima Island as a World Heritage Site?,['UNESCO'],0
Hashima Island,What was a controversial aspect of Hashima Island's history?,['Forced labor during World War II'],0
Hashima Island,Which James Bond movie featured Hashima Island as inspiration for a villain’s lair?,['Skyfall'],0
Hashima Island,Which ocean surrounds Hashima Island?,['Pacific Ocean'],1
Hashima Island,Which mode of transport was primarily used to reach Hashima Island?,['Boat'],1
Hashima Island,What is a significant hazard for visitors to Hashima Island today?,['Collapsing buildings'],0
Hashima Island,What material were most of Hashima Island's buildings constructed from?,['Concrete'],0
Hashima Island,What role did Hashima Island play in Japan’s industrialization?,['Major coal production center'],0
Hashima Island,Which neighboring country has protested Japan’s World Heritage recognition of Hashima Island?,['South Korea'],0
Hashima Island,What is the estimated highest recorded population of Hashima Island?,"['Over 5,000']",0
Hashima Island,Which term best describes Hashima Island today?,['Abandoned ruins'],0
