subj_id,subj,subject_count,question_ids,questions,s_pop,popularity_rank
451593,Michal Vacek,1,[1054383],['What sport does Michal Vacek play?'],36,12922
451597,The Elementary School,1,[1054401],['What genre is The Elementary School?'],560,7768
451717,A Place in the World,1,[1054561],['Who was the screenwriter for A Place in the World?'],803,6943
451749,Happy Birthday to You,1,[1054621],['Who was the composer of Happy Birthday to You?'],102323,470
454209,It's Not an All Night Fair,1,[1060414],"[""Who is the author of It's Not an All Night Fair?""]",81,12100
452497,Izaskun Zubizarreta Gerendiain,1,[1056000],['In what city was Izaskun Zubizarreta Gerendiain born?'],43,12832
452618,Saša Janić,1,[1056361],['What sport does Saša Janić play?'],45,12801
452674,"Tyler, the Creator",1,[1056532],"[""What is Tyler, the Creator's occupation?""]",194634,247
452827,Yes,1,[1056937],['Who is the author of Yes?'],287,9278
453107,Jurassic Park,1,[1057843],['Who was the screenwriter for Jurassic Park?'],184720,258
453138,Ajay Kumar Parida,1,[1057932],"[""What is Ajay Kumar Parida's occupation?""]",206,10082
453292,Zavkhan Province,1,[1058324],['What is the capital of Zavkhan Province?'],872,6759
453557,Jagriti,1,[1059104],['Who was the producer of Jagriti?'],1814,5226
453722,Lim,1,[1059548],['In what country is Lim?'],672,7345
453786,Fantastic Four,1,[1059710],['Who was the director of Fantastic Four?'],50266,913
451962,Lenawee County,1,[1055100],['What is the capital of Lenawee County?'],2049,4973
425294,Game,1,[995903],['Who was the composer of Game?'],1841,5199
425445,Charlotte Hornets,1,[996246],['In what country is Charlotte Hornets?'],78030,621
425460,Hugo Becker,1,[996280],"[""What is Hugo Becker's occupation?""]",3471,3996
425888,Symphony No. 1,1,[997300],['Who was the composer of Symphony No. 1?'],1728,5306
426101,Victoria,1,[997764],['Who is the author of Victoria?'],530,7898
426140,Counter-Strike,1,[997848],['What genre is Counter-Strike?'],19447,1731
426263,Human Nature,1,[998091],['What genre is Human Nature?'],4650,3572
426429,Violin Concerto No. 1,1,[998434],['Who was the composer of Violin Concerto No. 1?'],2577,4515
426440,Private Life,1,[998456],['Who was the director of Private Life?'],235,9754
437485,Dallas,1,[1023390],['What is Dallas the capital of?'],94573,509
427061,John J. Myers,1,[999841],['What is the religion of John J. Myers?'],501,8025
427273,Candy,1,[1000225],['Who is the author of Candy?'],1377,5779
427317,The Confessions of Mycroft Holmes: A Paper Chase,1,[1000288],['Who is the author of The Confessions of Mycroft Holmes: A Paper Chase?'],146,10891
427484,The Great World and the Small: More Tales of the Ominous and Magical,1,[1000541],['Who is the author of The Great World and the Small: More Tales of the Ominous and Magical?'],32,12961
427534,The Hit,1,[1000614],['Who is the author of The Hit?'],510,7989
427542,Homecoming,1,[1000632],['Who was the screenwriter for Homecoming?'],1987,5043
427552,Hospital,1,[1000655],['Who is the author of Hospital?'],113,11482
427607,Imagination,1,[1000754],['Who was the composer of Imagination?'],660,7395
427655,Islands,1,[1000824],['Who was the composer of Islands?'],353,8819
427658,It!,1,[1000828],['Who is the author of It!?'],712,7223
426826,Hunger,1,[999311],['Who was the director of Hunger?'],285,9291
421162,Peggle 2,1,[985065],['What genre is Peggle 2?'],1680,5376
421370,La bella dormente nel bosco,1,[985634],['Who was the composer of La bella dormente nel bosco?'],226,9866
421407,Assumption of Mary,1,[985721],['What is the religion of Assumption of Mary?'],23361,1548
421457,2010 Hong Kong Super Series,1,[985832],['What sport does 2010 Hong Kong Super Series play?'],107,11590
422140,Psalm 69,1,[987659],['Who is the author of Psalm 69?'],1627,5450
422206,Shock Treatment,1,[987807],['Who was the producer of Shock Treatment?'],22895,1560
422251,Province of Teramo,1,[987936],['What is the capital of Province of Teramo?'],929,6627
422398,Uno,1,[988268],['What genre is Uno?'],454,8238
422402,Province of Turin,1,[988372],['What is the capital of Province of Turin?'],1497,5604
422553,Star Trek: The Next Generation,1,[988829],['Who was the composer of Star Trek: The Next Generation?'],130869,373
425100,H. Hugh Bancroft,1,[995399],['In what city was H. Hugh Bancroft born?'],75,12207
423156,The Hospital,1,[990529],['Who was the screenwriter for The Hospital?'],4341,3663
423340,Hotel,1,[990959],['Who was the screenwriter for Hotel?'],326,8967
423553,The Creation,1,[991515],['Who was the composer of The Creation?'],5655,3269
424046,The Fifth Wheel,1,[992978],['What genre is The Fifth Wheel?'],254,9580
424107,No Tears for the Dead,1,[993118],['Who was the screenwriter for No Tears for the Dead?'],2827,4362
424549,King,1,[994126],['Who was the producer of King?'],4314,3669
424773,Spiral,1,[994647],['What genre is Spiral?'],2083,4941
424808,Olegarius,1,[994728],['In what city was Olegarius born?'],216,9965
424892,USR Sainte-Rose,1,[994916],['What sport does USR Sainte-Rose play?'],112,11498
425003,Seema Tapakai,1,[995167],['Who was the composer of Seema Tapakai?'],1825,5214
423132,Another Me,1,[990459],['Who was the screenwriter for Another Me?'],2089,4935
433545,1991 Copa do Brasil,1,[1014081],['In what country is 1991 Copa do Brasil?'],165,10592
433696,Emmanuel Théodose de La Tour d'Auvergne,1,[1014403],"[""Who is the mother of Emmanuel Théodose de La Tour d'Auvergne?""]",355,8809
433881,Oklahoma,1,[1014859],['What is the capital of Oklahoma?'],236104,197
433929,Alois Rašín,1,[1014963],['In what city was Alois Rašín born?'],940,6592
434169,Aleksandra Socha,1,[1015466],['In what city was Aleksandra Socha born?'],108,11558
434705,Nike,1,[1016663],['Who is the mother of Nike?'],41563,1042
435329,The Touch,1,[1018069],['Who is the author of The Touch?'],138,11026
435431,Thursday,1,[1018303],['Who was the screenwriter for Thursday?'],3569,3951
435564,Swedes,1,[1018668],['What is the religion of Swedes?'],16893,1881
427743,Let's Not,1,[1000986],"[""Who is the author of Let's Not?""]",85,12029
436143,360,1,[1020077],['Who was the director of 360?'],3629,3929
436195,Stade d'Abidjan,1,[1020236],"[""What sport does Stade d'Abidjan play?""]",526,7913
436242,Kerman Province,1,[1020335],['What is the capital of Kerman Province?'],2813,4372
436897,Saint Patrick,1,[1021938],['What is the religion of Saint Patrick?'],43319,1001
437081,Vermont,1,[1022353],['What is the capital of Vermont?'],234958,199
437168,I Miss You,1,[1022587],['Who was the composer of I Miss You?'],456,8226
437258,Denver,1,[1022802],['What is Denver the capital of?'],94282,511
437278,Iamus,1,[1022847],['Who is the father of Iamus?'],637,7476
437335,Houston,1,[1022989],['What is Houston the capital of?'],115437,429
437403,Phoenix,1,[1023183],['What is Phoenix the capital of?'],99292,492
435739,Go,1,[1019132],['Who was the composer of Go?'],1823,5217
427755,Little Children,1,[1001002],['Who is the author of Little Children?'],1666,5400
427759,The Little Prince,1,[1001025],['Who was the director of The Little Prince?'],13189,2148
427790,Lust,1,[1001085],['Who is the author of Lust?'],575,7717
427799,Madea Gets a Job,1,[1001097],['Who was the director of Madea Gets a Job?'],878,6743
427805,Maiwa's Revenge,1,[1001104],"[""Who is the author of Maiwa's Revenge?""]",242,9686
427809,The Man from Snowy River,1,[1001108],['Who is the author of The Man from Snowy River?'],5727,3248
427834,Me Talk Pretty One Day,1,[1001163],['Who is the author of Me Talk Pretty One Day?'],5614,3283
427924,Mystery,1,[1001325],['Who is the author of Mystery?'],1168,6130
427937,Neglected Aspects of Sufi Study,1,[1001346],['Who is the author of Neglected Aspects of Sufi Study?'],53,12664
427941,Nerve,1,[1001351],['Who is the author of Nerve?'],167,10567
432864,Abdur Rahman bin Awf,1,[1012938],['What is the religion of Abdur Rahman bin Awf?'],6694,3036
428382,Burgers,1,[1002384],['Who was the producer of Burgers?'],1259,5962
428446,Shawn Respert,1,[1002532],['In what city was Shawn Respert born?'],1000,6454
429408,Sabiote,1,[1004840],['In what country is Sabiote?'],75,12213
429751,Islamic view of Isaac,1,[1005632],['Who is the father of Islamic view of Isaac?'],7304,2933
431321,Alexandru Chiculiță,1,[1009429],['What sport does Alexandru Chiculiță play?'],41,12859
431337,The Wonders,1,[1009462],['Who was the director of The Wonders?'],1586,5493
431948,Easy Money,1,[1010824],['Who was the director of Easy Money?'],4163,3713
432349,Jason Bourque,1,[1011657],['In what city was Jason Bourque born?'],271,9400
432615,"Charles Cornwallis, 1st Marquess Cornwallis",1,[1012322],"['Who is the father of Charles Cornwallis, 1st Marquess Cornwallis?']",30449,1288
432679,Baby,1,[1012471],['Who was the producer of Baby?'],29017,1354
427967,Miljan Goljović,1,[1001405],['What sport does Miljan Goljović play?'],152,10803
501806,The Lobster,1,[1138527],['Who was the director of The Lobster?'],68212,713
502038,Marvellous,1,[1138967],['Who is the author of Marvellous?'],3232,4126
502143,Jerry Best,1,[1139143],['In what city was Jerry Best born?'],207,10069
502225,The Miracle,1,[1139292],['Who was the producer of The Miracle?'],647,7437
502748,Silver,1,[1140143],['Who is the author of Silver?'],303,9156
502871,Japan,1,[1140403],['What is the capital of Japan?'],702414,25
503295,Piano Trio,1,[1141199],['Who was the composer of Piano Trio?'],390,8570
503297,Reinaldo Dalcin,1,[1141201],['In what city was Reinaldo Dalcin born?'],87,11966
503545,Coralie Lansdowne Says No,1,[1141657],['Who was the screenwriter for Coralie Lansdowne Says No?'],111,11520
462088,Joni Jenkins,1,[1074391],"[""What is Joni Jenkins's occupation?""]",296,9199
504573,Gentleman,1,[1143620],['What genre is Gentleman?'],1174,6120
504599,Get Happy with the Randy Weston Trio,1,[1143665],['What genre is Get Happy with the Randy Weston Trio?'],121,11317
504748,Juma Masjid Mosque,1,[1143958],['In what country is Juma Masjid Mosque?'],262,9489
505254,Harvest,1,[1144861],['Who is the author of Harvest?'],596,7625
505814,Souls,1,[1145874],['Who is the author of Souls?'],152,10806
505916,Hot Cop,1,[1146036],['What genre is Hot Cop?'],343,8874
506221,Guadeloupe,1,[1146607],['What is the capital of Guadeloupe?'],65359,733
506329,Night,1,[1146794],['Who is the author of Night?'],976,6512
506529,Can,1,[1147160],['What genre is Can?'],21119,1650
506589,In Conflict,1,[1147271],['Who was the producer of In Conflict?'],480,8116
503865,My Love,1,[1142240],['Who was the screenwriter for My Love?'],365,8744
496980,The Harvest Shall Come,1,[1130706],['Who was the producer of The Harvest Shall Come?'],109,11547
497571,Success Story,1,[1131641],['Who is the author of Success Story?'],103,11668
497629,Take a Chance,1,[1131734],['Who was the composer of Take a Chance?'],201,10164
499184,Ponies,1,[1134039],['Who is the author of Ponies?'],490,8069
499316,John Andrew Martin,1,[1134377],"[""What is John Andrew Martin's occupation?""]",155,10744
499414,Ending It,1,[1134562],['Who was the screenwriter for Ending It?'],69,12356
499445,Escape,1,[1134613],['Who is the author of Escape?'],553,7799
499808,Friday Night,1,[1135201],['What genre is Friday Night?'],258,9534
499858,The Game,1,[1135280],['Who was the screenwriter for The Game?'],3460,4003
500214,Top Five,1,[1135839],['Who was the screenwriter for Top Five?'],8550,2739
501793,In the Dark,1,[1138499],['What genre is In the Dark?'],700,7265
500408,Handles,1,[1136148],['Who is the author of Handles?'],66,12424
500788,I Am,1,[1136804],['Who was the producer of I Am?'],437,8325
500815,Growing Up,1,[1136850],['Who is the author of Growing Up?'],247,9645
500823,I Love You,1,[1136863],['Who was the composer of I Love You?'],193,10268
500838,I Will Be There,1,[1136901],['What genre is I Will Be There?'],88,11953
500941,In My Life,1,[1137074],['What genre is In My Life?'],162,10645
500962,In Your Mind,1,[1137110],['Who was the producer of In Your Mind?'],1648,5429
501282,Hits,1,[1137656],['Who was the screenwriter for Hits?'],836,6869
501356,Homecoming,1,[1137769],['Who was the composer of Homecoming?'],93,11870
501787,In Summer,1,[1138488],['Who was the composer of In Summer?'],536,7871
500340,"John Blake, Jr.",1,[1136027],"[""What is John Blake, Jr.'s occupation?""]",95,11830
510504,The Road Back,1,[1154276],['Who was the screenwriter for The Road Back?'],1885,5139
510722,The Surface,1,[1154701],['Who was the director of The Surface?'],1344,5830
510778,Rio,1,[1154792],['Who was the director of Rio?'],235,9755
510779,The Third Round,1,[1154793],['Who is the author of The Third Round?'],101,11712
510961,K.,1,[1155163],['Who is the author of K.?'],176,10452
511399,This,1,[1155998],['Who is the author of This?'],72,12310
511582,Izwan Mahbud,1,[1156358],['What sport does Izwan Mahbud play?'],874,6752
511662,Show Me,1,[1156505],['Who was the producer of Show Me?'],1787,5243
511718,Time Enough,1,[1156615],['Who is the author of Time Enough?'],59,12549
506743,Bundesautobahn 100,1,[1147579],['In what country is Bundesautobahn 100?'],1039,6379
511925,Weekend,1,[1156997],['Who is the author of Weekend?'],75,12229
512514,Rafael Reyes,1,[1158077],['In what city was Rafael Reyes born?'],39956,1075
512558,Jorge Betancourt,1,[1158175],['In what city was Jorge Betancourt born?'],121,11312
512908,Jorge Traverso,1,[1158868],"[""What is Jorge Traverso's occupation?""]",43,12830
513050,Joris Delle,1,[1159122],['In what city was Joris Delle born?'],375,8675
513118,Now or Never,1,[1159237],['Who was the composer of Now or Never?'],124,11283
513335,Memorial,1,[1159573],['What genre is Memorial?'],237,9726
513378,Mexico,1,[1159643],['Who was the composer of Mexico?'],965,6539
513460,One on One,1,[1159773],['Who was the director of One on One?'],1607,5472
513471,Particle Fever,1,[1159795],['Who was the producer of Particle Fever?'],1405,5732
511912,Trail of the Vigilantes,1,[1156977],['Who was the director of Trail of the Vigilantes?'],130,11152
506829,The Train,1,[1147746],['Who is the author of The Train?'],191,10288
506980,My Story,1,[1148015],['Who is the author of My Story?'],119,11364
507006,Central Cyberspace Affairs Commission,1,[1148060],['In what country is Central Cyberspace Affairs Commission?'],711,7227
507511,NW,1,[1148995],['Who is the author of NW?'],2737,4417
507546,The Institute,1,[1149078],['What genre is The Institute?'],1992,5038
507815,Password,1,[1149542],['What genre is Password?'],284,9300
507887,Darkfever,1,[1149680],['Who is the author of Darkfever?'],1085,6280
508158,The Promoter,1,[1150155],['What genre is The Promoter?'],78,12146
508402,Silence,1,[1150596],['Who is the author of Silence?'],271,9405
509129,Zakarpattia Oblast,1,[1151837],['What is the capital of Zakarpattia Oblast?'],9234,2642
510107,Mother and Child,1,[1153613],['Who was the director of Mother and Child?'],59,12543
509348,"Stiff Upper Lip, Jeeves",1,[1152237],"['Who is the author of Stiff Upper Lip, Jeeves?']",533,7885
509443,Suzanne,1,[1152380],['Who was the director of Suzanne?'],165,10600
509496,Svengali,1,[1152471],['Who was the producer of Svengali?'],965,6536
509627,Live,1,[1152710],['Who was the director of Live?'],364,8748
509797,Joint European Torus,1,[1153122],['In what country is Joint European Torus?'],4826,3508
509828,"String Trios, Op. 9",1,[1153179],"['Who was the composer of String Trios, Op. 9?']",586,7671
509900,"Stupid, But Brave",1,[1153290],"['Who was the director of Stupid, But Brave?']",117,11391
510040,Chester,1,[1153503],['What is Chester the capital of?'],48732,925
510099,You'd Be Surprised,1,[1153592],"[""Who was the screenwriter for You'd Be Surprised?""]",182,10378
510102,Mother and Child,1,[1153600],['Who was the producer of Mother and Child?'],63,12469
509329,Take a Chance,1,[1152202],['Who was the director of Take a Chance?'],154,10766
477050,Obeakpu,1,[1098833],['In what country is Obeakpu?'],53,12658
477123,"Ormak, Isfahan",1,[1098931],"['In what country is Ormak, Isfahan?']",49,12724
481568,Murderers,1,[1106127],['Who was the screenwriter for Murderers?'],116,11414
481906,Half Bad,1,[1107042],['What genre is Half Bad?'],1758,5279
482318,flag of Belize,1,[1107870],['What color is flag of Belize?'],5035,3443
482519,Miss You,1,[1108231],['Who was the composer of Miss You?'],73,12273
482692,Malcolm,1,[1108536],['Who was the director of Malcolm?'],2555,4532
482937,Three Modern Women,1,[1108980],['Who was the screenwriter for Three Modern Women?'],150,10821
483464,Sunset Limousine,1,[1110027],['Who was the director of Sunset Limousine?'],209,10052
496709,Nice People,1,[1130291],['Who is the author of Nice People?'],92,11895
484537,Guyana women's national field hockey team,1,[1111661],"[""What sport does Guyana women's national field hockey team play?""]",85,12023
485104,Darkvision,1,[1112731],['Who is the author of Darkvision?'],54,12648
485774,Anahí,1,[1113888],['What genre is Anahí?'],8673,2714
485900,Epic,1,[1114093],['Who was the producer of Epic?'],642,7452
486207,Tandra Paparayudu,1,[1114507],['Who was the screenwriter for Tandra Paparayudu?'],1680,5377
486216,Usinskoe mine,1,[1114521],['In what country is Usinskoe mine?'],222,9902
486290,Saint,1,[1114616],['Who is the author of Saint?'],29,12988
486451,Love,1,[1114826],['Who was the director of Love?'],1203,6072
486525,1973 Alabama Crimson Tide football team,1,[1114926],['What sport does 1973 Alabama Crimson Tide football team play?'],1219,6040
486767,Smoke,1,[1115292],['Who is the author of Smoke?'],37,12913
484015,Naval Nuclear Power Training Command,1,[1110899],['In what country is Naval Nuclear Power Training Command?'],682,7312
462271,Hotel,1,[1074692],['What genre is Hotel?'],336,8901
462373,How to Survive a Robot Uprising,1,[1074863],['What genre is How to Survive a Robot Uprising?'],358,8786
462441,Walter de la Pole,1,[1074965],"[""What is Walter de la Pole's occupation?""]",91,11898
463605,Jean-Georges Lefranc de Pompignan,1,[1076870],['In what city was Jean-Georges Lefranc de Pompignan born?'],68,12377
465653,Alfredo Ramos Martínez,1,[1080826],['In what city was Alfredo Ramos Martínez born?'],634,7492
465660,Elias Childe,1,[1080841],['What genre is Elias Childe?'],96,11813
466099,Challenge,1,[1081666],['Who is the author of Challenge?'],77,12185
466102,Chalhuacocha,1,[1081675],['In what country is Chalhuacocha?'],22,13029
467751,Landgraviate of Hesse-Kassel,1,[1084482],['What is the religion of Landgraviate of Hesse-Kassel?'],10142,2517
468578,Ramkarpal Singh,1,[1085659],['Who is the father of Ramkarpal Singh?'],732,7158
475787,"Kondh, Surendranagar",1,[1096857],"['In what country is Kondh, Surendranagar?']",76,12191
469715,Dallas,1,[1087089],['What genre is Dallas?'],48104,939
470931,2014–15 Premier League of Bosnia and Herzegovina,1,[1088874],['What sport does 2014–15 Premier League of Bosnia and Herzegovina play?'],213,10009
471524,Jerrold Katz,1,[1089786],['In what city was Jerrold Katz born?'],407,8469
471528,Jerry and Tom,1,[1089797],['Who was the director of Jerry and Tom?'],1449,5666
473125,U and I,1,[1092447],['Who is the author of U and I?'],199,10194
473239,Paula Weinstein,1,[1092672],['Who is the mother of Paula Weinstein?'],4345,3661
473455,Willow River,1,[1093104],['In what country is Willow River?'],62,12481
473484,Jewish Theological Seminary of America,1,[1093167],['What is the religion of Jewish Theological Seminary of America?'],3209,4135
473921,Yny lhyvyr hwnn,1,[1093937],['Who is the author of Yny lhyvyr hwnn?'],170,10516
474011,Jilly Cooper,1,[1094065],"[""What is Jilly Cooper's occupation?""]",3857,3831
468738,The Den,1,[1085889],['Who was the director of The Den?'],3870,3821
491416,Guns,1,[1122234],['Who is the author of Guns?'],1541,5550
491913,Basement,1,[1122965],['Who was the director of Basement?'],434,8339
492181,What Remains,1,[1123364],['Who is the author of What Remains?'],277,9365
492324,With,1,[1123565],['Who is the author of With?'],40,12878
492372,World of Men,1,[1123632],['What genre is World of Men?'],184,10354
492412,Listening,1,[1123705],['Who was the director of Listening?'],199,10187
492522,Raven Black,1,[1123859],['Who is the author of Raven Black?'],2026,5000
492653,Rigged,1,[1124028],['Who is the author of Rigged?'],163,10640
492762,Kanjiroba Himal,1,[1124195],['In what country is Kanjiroba Himal?'],148,10848
487478,Minnesota,1,[1116333],['What genre is Minnesota?'],133,11102
493451,2013–14 Sheffield Shield season,1,[1125213],['What sport does 2013–14 Sheffield Shield season play?'],151,10817
493851,"Crow Harbour, New Brunswick",1,[1125840],"['In what country is Crow Harbour, New Brunswick?']",49,12726
493926,2014 UMass Minutemen football team,1,[1125946],['What sport does 2014 UMass Minutemen football team play?'],471,8157
494601,The Physical Principles of the Quantum Theory / Werner Heisenberg,1,[1126973],['Who is the author of The Physical Principles of the Quantum Theory / Werner Heisenberg?'],319,9030
494780,The Lie,1,[1127226],['Who is the author of The Lie?'],5,13063
495447,The Void,1,[1128238],['What genre is The Void?'],645,7443
495932,Destiny,1,[1129121],['Who was the director of Destiny?'],214,10001
496013,Irene,1,[1129256],['Who was the composer of Irene?'],830,6886
496325,Make a Wish,1,[1129739],['Who was the composer of Make a Wish?'],165,10603
496665,New Standard Aircraft Company,1,[1130219],['In what country is New Standard Aircraft Company?'],144,10919
492935,Los Santos mine,1,[1124451],['In what country is Los Santos mine?'],87,11974
487557,Crave,1,[1116447],['Who was the director of Crave?'],510,7985
487720,Mohini 9886788888,1,[1116701],['Who was the director of Mohini 9886788888?'],938,6603
487794,Template,1,[1116821],['Who is the author of Template?'],42,12849
487845,Thaalikaatha Kaaliamman,1,[1116890],['Who was the composer of Thaalikaatha Kaaliamman?'],386,8599
487850,Thangigagi,1,[1116900],['What genre is Thangigagi?'],1108,6224
488069,Brooklyn,1,[1117259],['Who was the screenwriter for Brooklyn?'],27337,1406
488229,The Driver,1,[1117503],['Who is the author of The Driver?'],625,7527
488302,The Interruption of Everything,1,[1117608],['Who is the author of The Interruption of Everything?'],188,10313
488578,The Right Way,1,[1118020],['Who was the screenwriter for The Right Way?'],136,11057
488732,Never Forget,1,[1118225],['Who was the composer of Never Forget?'],469,8169
491014,Big Foot,1,[1121628],['Who was the composer of Big Foot?'],73,12274
489512,Citrus,1,[1119425],['What genre is Citrus?'],15598,1977
489518,Non,1,[1119436],['Who is the author of Non?'],50,12716
489605,Collaboration West,1,[1119552],['What genre is Collaboration West?'],76,12188
490078,Act One,1,[1120266],['Who is the author of Act One?'],386,8601
490412,Sail,1,[1120770],['Who is the author of Sail?'],46,12784
490545,And So It Goes,1,[1120961],['What genre is And So It Goes?'],183,10364
490844,Overture in G major,1,[1121371],['Who was the composer of Overture in G major?'],98,11781
490863,SWEAT,1,[1121401],['In what country is SWEAT?'],79,12127
490934,Downtown,1,[1121512],['Who was the composer of Downtown?'],316,9054
490986,Liquid,1,[1121589],['What genre is Liquid?'],502,8019
488983,German Democratic Republic,1,[1118624],['What is the capital of German Democratic Republic?'],121131,405
332046,The War at Home,1,[779097],['Who was the producer of The War at Home?'],1104,6235
332681,Dex,1,[780319],['What genre is Dex?'],1491,5612
332859,Salem,1,[780737],['Who was the producer of Salem?'],16957,1873
332864,One More Time,1,[780748],['Who was the composer of One More Time?'],75,12220
333343,Mehmet Gürkan Öztürk,1,[781888],['What sport does Mehmet Gürkan Öztürk play?'],39,12885
333765,Kotigobba,1,[782594],['Who was the screenwriter for Kotigobba?'],15990,1952
333802,Halloween,1,[782698],['What genre is Halloween?'],2188,4847
333960,Koumiba Djossouvi,1,[783085],['What sport does Koumiba Djossouvi play?'],46,12779
334093,John Floyd,1,[783368],"[""What is John Floyd's occupation?""]",370,8710
421066,Summer Sports: Paradise Island,1,[984804],['What genre is Summer Sports: Paradise Island?'],218,9945
335230,Coming Home,1,[786022],['Who was the director of Coming Home?'],2081,4945
335584,Oni,1,[786711],['What genre is Oni?'],8049,2815
335678,The Dinner,1,[786914],['Who was the screenwriter for The Dinner?'],447,8279
335960,Stormy Monday,1,[787570],['Who was the composer of Stormy Monday?'],2013,5015
336060,Hilde Warren und der Tod,1,[787783],['Who was the director of Hilde Warren und der Tod?'],112,11494
336126,Makeover,1,[787937],['Who was the director of Makeover?'],523,7921
336142,Kazuhiro Suzuki,1,[787981],['In what city was Kazuhiro Suzuki born?'],78,12141
336488,Hang-On,1,[788766],['What genre is Hang-On?'],1839,5201
336810,Stella,1,[789507],['Who was the director of Stella?'],772,7035
336942,Hanoverton,1,[789817],['In what country is Hanoverton?'],395,8541
334929,Head,1,[785340],['Who was the director of Head?'],971,6526
325720,Step Up,1,[766731],['Who was the screenwriter for Step Up?'],16492,1903
325934,January 1,1,[767246],['Who was the screenwriter for January 1?'],376,8672
326098,Shelly West,1,[767605],['What genre is Shelly West?'],3658,3910
326156,John Peter Jukes,1,[767720],['What is the religion of John Peter Jukes?'],77,12181
326340,The Marauders,1,[768144],['What genre is The Marauders?'],280,9337
326801,The Other Place,1,[768964],['Who is the author of The Other Place?'],307,9119
327629,HK Vojvodina,1,[770035],['What sport does HK Vojvodina play?'],211,10037
327666,"Hedwig of France, Countess of Nevers",1,[770090],"['Who is the father of Hedwig of France, Countess of Nevers?']",365,8740
329323,Going Home,1,[772519],['Who was the screenwriter for Going Home?'],1175,6117
329329,Infected,1,[772540],['Who was the screenwriter for Infected?'],3042,4231
332015,To the Sky,1,[778998],['Who was the composer of To the Sky?'],94,11858
329546,Underground,1,[773100],['Who was the screenwriter for Underground?'],5737,3246
330058,Laishevo,1,[774480],['What is Laishevo the capital of?'],166,10577
330147,Back to Black,1,[774681],['Who was the producer of Back to Black?'],27659,1397
330229,2010 European Track Championships,1,[774880],['In what country is 2010 European Track Championships?'],196,10234
330454,Claudio Costamagna,1,[775412],['In what city was Claudio Costamagna born?'],421,8403
331069,Hailey McCann,1,[776916],['In what city was Hailey McCann born?'],950,6563
331360,Phillips,1,[777516],['What is Phillips the capital of?'],771,7039
331870,Occupation,1,[778655],['Who was the director of Occupation?'],900,6701
331927,The Beginning,1,[778795],['Who was the screenwriter for The Beginning?'],2724,4423
331999,Husainid Dynasty,1,[778964],['In what country is Husainid Dynasty?'],1204,6071
329330,Isolation,1,[772544],['Who was the screenwriter for Isolation?'],1746,5292
342549,Louisiana,1,[802449],['What is the capital of Louisiana?'],242631,185
342790,Two of Us,1,[802964],['Who was the director of Two of Us?'],2888,4321
343427,Busy Doin' Nothin',1,[804401],"[""Who was the composer of Busy Doin' Nothin'?""]",125,11263
343477,Russia,1,[804606],['What is the capital of Russia?'],526066,38
343540,The Four II,1,[804820],['What genre is The Four II?'],917,6658
343567,John M. Wood,1,[804877],['In what city was John M. Wood born?'],110,11530
343588,Don Bosco,1,[804938],['What genre is Don Bosco?'],111,11510
343594,On the Border,1,[804951],['Who was the producer of On the Border?'],9486,2607
343599,The Moment,1,[804961],['What genre is The Moment?'],97,11793
336944,Twelve,1,[789819],['What genre is Twelve?'],8168,2796
343969,A New Life,1,[805810],['Who is the author of A New Life?'],208,10066
344080,Kaththi,1,[806039],['Who was the composer of Kaththi?'],17968,1806
344190,Being Different,1,[806259],['Who is the author of Being Different?'],658,7403
344245,Hawaii,1,[806387],['Who was the director of Hawaii?'],9169,2652
344470,Caste,1,[806866],['Who is the author of Caste?'],243,9675
344794,In the Family,1,[807577],['Who was the producer of In the Family?'],67,12399
344979,Recess,1,[807965],['Who was the producer of Recess?'],2507,4563
345422,Fugees,1,[808887],['What genre is Fugees?'],45407,976
345517,Kanye West,1,[809091],"[""What is Kanye West's occupation?""]",940772,12
345974,Chi,1,[810035],['Who was the director of Chi?'],98,11775
343815,Bad Things,1,[805460],['Who was the composer of Bad Things?'],1417,5711
337141,Muscat and Oman,1,[790271],['What is the religion of Muscat and Oman?'],10217,2507
337218,Hans-Jörg Voigt,1,[790430],['In what city was Hans-Jörg Voigt born?'],184,10353
337327,Christian V of Denmark,1,[790696],['Who is the father of Christian V of Denmark?'],5504,3321
337716,The Letter,1,[791645],['Who was the screenwriter for The Letter?'],706,7242
337796,Lys,1,[791843],['What is the capital of Lys?'],212,10026
337902,Amenhotep I,1,[792070],['Who is the mother of Amenhotep I?'],7225,2950
338078,Livia Altmann,1,[792503],['What sport does Livia Altmann play?'],96,11828
338135,Amenhotep II,1,[792663],['Who is the father of Amenhotep II?'],8559,2734
338290,Missouri,1,[793141],['What is the capital of Missouri?'],253673,174
338582,Highway,1,[793876],['Who was the composer of Highway?'],668,7363
342323,Juan Luis Guerra,1,[801894],['In what city was Juan Luis Guerra born?'],13336,2130
339343,Laundry Service,1,[795858],['Who was the producer of Laundry Service?'],7827,2851
339597,The Assassin,1,[796480],['Who was the director of The Assassin?'],399,8519
339820,Happy End,1,[796939],['Who was the composer of Happy End?'],1233,6015
339952,Bill,1,[797278],['Who was the screenwriter for Bill?'],5745,3245
340204,Invisible,1,[797786],['Who is the author of Invisible?'],474,8142
340591,(I Can't Get No) Satisfaction,1,[798643],"[""Who was the producer of (I Can't Get No) Satisfaction?""]",20324,1689
341761,Sinaloa Cartel,1,[800535],['In what country is Sinaloa Cartel?'],126977,389
