entity,entity_wikipedia_page,question,property,answer,perturbed_answer
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,When did Sovereign Citizen Movement become widely known?,historical timing,['Emerging in the 20th century'],Founded in medieval Europe
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,Where is Sovereign Citizen Movement primarily associated with?,location,['United States and other Western countries'],Russia
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,Who is most famously associated with Sovereign Citizen Movement?,associated person,['Various anti-government activists'],Benjamin Franklin
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,What controversy is associated with Sovereign Citizen Movement?,controversy,['Members refuse to recognize taxes and legal authority'],Advocating for monarchy in the U.S.
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,Which government agency or organization has been linked to Sovereign Citizen Movement?,linked organization,['Anti-government groups'],European Union
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,Has Sovereign Citizen Movement been officially confirmed by authorities?,official confirmation,['Considered a domestic extremist ideology'],Recognized as a legal movement
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,What major event was influenced by Sovereign Citizen Movement?,influenced event,['Encounters with law enforcement'],Global economic collapse
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,What is a common conspiracy theory related to Sovereign Citizen Movement?,conspiracy theory,['The U.S. government is secretly a corporation'],Sovereign citizens have legal immunity from arrest
Sovereign Citizen Movement,https://en.wikipedia.org/wiki/Sovereign_citizen_movement,How does Sovereign Citizen Movement relate to modern events or debates?,modern relevance,['Monitored by law enforcement agencies'],No longer active
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,What is Gangstalking Conspiracy?,definition,['A belief that individuals are targeted by organized harassment'],A secret government operation against criminals
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,When did Gangstalking Conspiracy become widely known?,historical timing,['First appeared in online forums in the 2000s'],Existed since ancient Rome
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,Where is Gangstalking Conspiracy primarily associated with?,location,['Online conspiracy communities'],An underground government base
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,Who is most famously associated with Gangstalking Conspiracy?,associated person,['Various online theorists'],J. Edgar Hoover
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,What controversy is associated with Gangstalking Conspiracy?,controversy,['Lack of evidence for widespread organized harassment'],Secret agents caught in the act
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,Which government agency or organization has been linked to Gangstalking Conspiracy?,linked organization,['None (no verifiable evidence)'],United Nations Task Force
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,Has Gangstalking Conspiracy been officially confirmed by authorities?,official confirmation,['Debunked by psychological studies'],Confirmed in declassified FBI files
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,What major event was influenced by Gangstalking Conspiracy?,influenced event,['Discussions on mass paranoia and delusions'],The banning of certain surveillance laws
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,What is a common conspiracy theory related to Gangstalking Conspiracy?,conspiracy theory,['It is a global surveillance program'],It is run by extraterrestrial beings
Gangstalking Conspiracy,https://en.wikipedia.org/wiki/Gang_stalking,How does Gangstalking Conspiracy relate to modern events or debates?,modern relevance,['Still a topic of discussion in fringe internet groups'],No longer a known phenomenon
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,What is False Flag Operations?,definition,['Covert operations designed to mislead by disguising the identity of the perpetrator'],A government program to fund wildlife conservation
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,When did False Flag Operations become widely known?,historical timing,"['Used throughout history, particularly in wartime']",First documented in 2000s
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,Where is False Flag Operations primarily associated with?,location,['Various global conflicts'],Antarctica
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,Who is most famously associated with False Flag Operations?,associated person,['Various intelligence agencies'],Leonardo da Vinci
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,What controversy is associated with False Flag Operations?,controversy,['Used to justify military interventions'],Banned as an act of war
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,Which government agency or organization has been linked to False Flag Operations?,linked organization,"['CIA, MI6, KGB']",NASA
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,Has False Flag Operations been officially confirmed by authorities?,official confirmation,['Some historical examples confirmed'],Completely fictitious concept
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,What major event was influenced by False Flag Operations?,influenced event,['Led to wars and conflicts'],Influenced advancements in solar technology
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,What is a common conspiracy theory related to False Flag Operations?,conspiracy theory,['Many major attacks were actually false flags'],Aliens orchestrate these events
False Flag Operations,https://en.wikipedia.org/wiki/False_flag,How does False Flag Operations relate to modern events or debates?,modern relevance,['Frequently cited in political discussions'],No longer relevant
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,What is Deepfake Misinformation?,definition,['AI-generated synthetic media used for deception'],A new form of animated storytelling
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,When did Deepfake Misinformation become widely known?,historical timing,['Developed in the 2010s'],Invented in the 1980s
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,Where is Deepfake Misinformation primarily associated with?,location,['Global digital platforms'],A secret U.S. laboratory
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,Who is most famously associated with Deepfake Misinformation?,associated person,['No single creator (AI and machine learning researchers)'],Mark Zuckerberg
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,What controversy is associated with Deepfake Misinformation?,controversy,['Used to create false political and criminal narratives'],Leads to improvements in filmmaking
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,Which government agency or organization has been linked to Deepfake Misinformation?,linked organization,['Social media platforms and AI research labs'],The FBI
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,Has Deepfake Misinformation been officially confirmed by authorities?,official confirmation,['Recognized as a real threat'],Declared harmless by global governments
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,What major event was influenced by Deepfake Misinformation?,influenced event,['New laws regulating AI-generated media'],Banning of social media
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,What is a common conspiracy theory related to Deepfake Misinformation?,conspiracy theory,['Most political videos are deepfakes'],Deepfakes were invented in ancient times
Deepfake Misinformation,https://en.wikipedia.org/wiki/Deepfake,How does Deepfake Misinformation relate to modern events or debates?,modern relevance,['A major cybersecurity and misinformation issue'],No longer a concern
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,What is The Mandela Effect?,definition,['A phenomenon where large groups remember false facts'],A proven parallel universe theory
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,When did The Mandela Effect become widely known?,historical timing,['Coined in 2009'],First described in 1800s
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,Where is The Mandela Effect primarily associated with?,location,['Global'],South America
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,Who is most famously associated with The Mandela Effect?,associated person,['Fiona Broome'],Albert Einstein
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,What controversy is associated with The Mandela Effect?,controversy,['Disagreement over collective false memories'],Government mind control
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,Which government agency or organization has been linked to The Mandela Effect?,linked organization,['Psychology research groups'],CIA
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,Has The Mandela Effect been officially confirmed by authorities?,official confirmation,['Studied in cognitive science'],Considered paranormal
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,What major event was influenced by The Mandela Effect?,influenced event,['Internet conspiracy discussions'],Advancements in AI
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,What is a common conspiracy theory related to The Mandela Effect?,conspiracy theory,['It proves alternate realities exist'],Aliens created the effect
The Mandela Effect,https://en.wikipedia.org/wiki/Mandela_effect,How does The Mandela Effect relate to modern events or debates?,modern relevance,['Used in pop culture and cognitive research'],It has been debunked entirely
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,What is The Simulation Hypothesis?,definition,['The idea that reality is a computer simulation'],A religious belief in an alternate dimension
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,When did The Simulation Hypothesis become widely known?,historical timing,['Gained popularity in the 21st century'],First recorded in the 1400s
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,Where is The Simulation Hypothesis primarily associated with?,location,['Discussed in philosophy and technology circles'],Hidden in the Vatican Archives
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,Who is most famously associated with The Simulation Hypothesis?,associated person,['Nick Bostrom'],Isaac Newton
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,What controversy is associated with The Simulation Hypothesis?,controversy,['Raises questions about the nature of reality and free will'],Linked to cult movements
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,Which government agency or organization has been linked to The Simulation Hypothesis?,linked organization,['Academia and AI research labs'],The World Health Organization
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,Has The Simulation Hypothesis been officially confirmed by authorities?,official confirmation,['A philosophical and scientific debate'],Proven by secret government studies
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,What major event was influenced by The Simulation Hypothesis?,influenced event,['Discussions on AI and consciousness'],Discovery of an alternate universe
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,What is a common conspiracy theory related to The Simulation Hypothesis?,conspiracy theory,['Some claim glitches in reality prove the simulation'],It was first revealed in ancient Egyptian texts
The Simulation Hypothesis,https://en.wikipedia.org/wiki/Simulation_hypothesis,How does The Simulation Hypothesis relate to modern events or debates?,modern relevance,['A key topic in AI and technology philosophy'],It has been debunked and forgotten
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,What is Accelerationism?,definition,['A political and philosophical idea advocating for rapid technological and societal change'],A form of slow meditation practice
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,When did Accelerationism become widely known?,historical timing,['Popularized in the 21st century'],First mentioned in the 1800s
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,Where is Accelerationism primarily associated with?,location,['Global intellectual circles'],A remote island in the Pacific
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,Who is most famously associated with Accelerationism?,associated person,['Nick Land'],Karl Marx
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,What controversy is associated with Accelerationism?,controversy,['Links to extremist political ideologies'],Its connection to stock market crashes
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,Which government agency or organization has been linked to Accelerationism?,linked organization,['Academic and ideological groups'],NASA
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,Has Accelerationism been officially confirmed by authorities?,official confirmation,['Discussed in philosophical and political circles'],Banned as extremist literature
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,What major event was influenced by Accelerationism?,influenced event,['Rise of AI and automation discussions'],Fall of the Berlin Wall
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,What is a common conspiracy theory related to Accelerationism?,conspiracy theory,['Elites are accelerating crises to control humanity'],Time travelers spread accelerationism
Accelerationism,https://en.wikipedia.org/wiki/Accelerationism,How does Accelerationism relate to modern events or debates?,modern relevance,['Discussed in AI ethics and economic theories'],No longer relevant
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,What is John Titor (Time Travel Hoax)?,definition,['An alleged time traveler from 2036 who posted online in early 2000s'],A real-life scientist who invented time travel
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,When did John Titor (Time Travel Hoax) become widely known?,historical timing,['First appeared in 2000-2001'],Began in the 1800s
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,Where is John Titor (Time Travel Hoax) primarily associated with?,location,['Online forums'],A secret government lab
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,Who is most famously associated with John Titor (Time Travel Hoax)?,associated person,['An anonymous internet user'],Albert Einstein
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,What controversy is associated with John Titor (Time Travel Hoax)?,controversy,['Claimed to be a time traveler with knowledge of future events'],Leaked classified UFO documents
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,Which government agency or organization has been linked to John Titor (Time Travel Hoax)?,linked organization,['Internet conspiracy circles'],The U.S. military
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,Has John Titor (Time Travel Hoax) been officially confirmed by authorities?,official confirmation,['Debunked as a hoax'],Verified by government sources
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,What major event was influenced by John Titor (Time Travel Hoax)?,influenced event,['Increased interest in time travel conspiracy theories'],The formation of NASA
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,What is a common conspiracy theory related to John Titor (Time Travel Hoax)?,conspiracy theory,['He was an actual government whistleblower'],His posts were AI-generated before AI existed
John Titor (Time Travel Hoax),https://en.wikipedia.org/wiki/John_Titor,How does John Titor (Time Travel Hoax) relate to modern events or debates?,modern relevance,['Occasionally mentioned in internet conspiracy discussions'],No longer relevant
