answer,question,entity,baseline,5train-5test,5train-5test-sampled,all
"['Dulce, New Mexico']",Where is Dulce Base primarily associated with?,Dulce Base,1,0,,0
"['Dulce, New Mexico']",Where is Dulce Base primarily associated with?,Dulce Base,1,,,0
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,,,
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,0,,
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,,,0
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,0,,0
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,,,
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,0,,
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,,,0
['Phil Schneider'],Who is most famously associated with Dulce Base?,Dulce Base,0,0,,0
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,0,0,
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,,0,
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,0,0,0
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,,0,0
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,0,0,
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,,0,
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,0,0,0
['Claims of human-alien hybrid experiments'],What controversy is associated with Dulce Base?,Dulce Base,0,,0,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,0
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,1
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,0,,0
['A remote island used as a U.S. military base'],What is Diego Garcia?,Diego Garcia,0,,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,0,0,0
['Leased to the U.S. in the 1960s'],When did Diego Garcia become widely known?,Diego Garcia,0,,0,0
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,1,,1
['Indian Ocean'],Where is Diego Garcia primarily associated with?,Diego Garcia,1,,,1
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,,,0
['British and U.S. military officials'],Who is most famously associated with Diego Garcia?,Diego Garcia,0,0,,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,0,0,0
['Forced displacement of native Chagossians'],What controversy is associated with Diego Garcia?,Diego Garcia,0,,0,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,0
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,1
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,0,,0
['An island home to an uncontacted indigenous tribe'],What is North Sentinel Island?,North Sentinel Island,0,,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,0,0,0
"['Known for centuries, first documented in 18th century']",When did North Sentinel Island become widely known?,North Sentinel Island,0,,0,0
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,1,,1
['Bay of Bengal'],Where is North Sentinel Island primarily associated with?,North Sentinel Island,0,,,1
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,,,0
['The Sentinelese people'],Who is most famously associated with North Sentinel Island?,North Sentinel Island,0,0,,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,0,0,0
['Indian government bans contact for protection'],What controversy is associated with North Sentinel Island?,North Sentinel Island,0,,0,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['A secretive North Korean government bureau'],What is Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,0,0,0
['Founded in 1970s'],When did Room 39 (North Korea) become widely known?,Room 39 (North Korea),0,,0,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,0,,0
"['Pyongyang, North Korea']",Where is Room 39 (North Korea) primarily associated with?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,,0
['Kim family leadership'],Who is most famously associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,0,0,0
['Alleged involvement in illegal financial activities'],What controversy is associated with Room 39 (North Korea)?,Room 39 (North Korea),0,,0,0
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,0,,
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,,0,
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,0,,0
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,,0,0
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,0,,
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,,0,
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,0,,0
['A dried lakebed near Area 51 used for military testing'],What is Groom Lake?,Groom Lake,0,,0,0
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,0,0,
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,,0,
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,0,0,0
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,,0,0
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,0,0,
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,,0,
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,0,0,0
['Used since the 1950s'],When did Groom Lake become widely known?,Groom Lake,0,,0,0
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,0,,
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,,,
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,0,,0
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,,,0
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,0,,
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,,,
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,0,,0
"['Nevada, USA']",Where is Groom Lake primarily associated with?,Groom Lake,0,,,0
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,,,
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,0,,
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,,,0
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,0,,0
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,,,
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,0,,
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,,,0
['U.S. Air Force officials'],Who is most famously associated with Groom Lake?,Groom Lake,0,0,,0
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,0,0,
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,,0,
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,0,0,0
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,,0,0
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,0,0,
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,,0,
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,0,0,0
['Linked to secret aircraft projects'],What controversy is associated with Groom Lake?,Groom Lake,0,,0,0
